
-1.68616, -3.38159, -2.79858, -1.30395, -0.97955, -0.73780, -2.76718, -2.78480,  0.00000, -2.40138, -1.50287,  1.49487
-1.77490, -3.73755, -3.14841, -1.43884, -1.08839, -0.73780, -2.67792, -3.14413,  0.00000, -2.26545, -1.53953,  4.13965
-2.04114, -3.82654, -1.39929, -1.48381, -0.94327, -0.71889, -2.58865, -3.50346,  0.00000, -2.44669, -1.61284,  4.12048
-1.41992, -3.64856, -1.39929, -1.48381, -1.01583, -0.71889, -2.49939, -3.23396,  0.00000, -2.12953, -1.46622,  4.10132
-1.68616, -3.73755, -2.09894, -1.66366, -1.01583, -0.79456, -2.41013, -2.78480,  0.00000, -2.26545, -1.53953,  4.17798
-2.04114, -3.55957, -2.44876, -1.39388, -0.90699, -0.71889, -2.76718, -3.14413,  0.00000, -2.17484, -1.64949,  4.12048
-1.77490, -3.82654, -2.79858, -1.39388, -0.94327, -0.71889, -2.67792, -3.32380,  0.00000, -2.17484, -1.53953,  4.08215
-1.59741, -3.55957, -2.09894, -1.52877, -1.12467, -0.73780, -2.76718, -3.05430,  0.00000, -2.31076, -1.50287,  4.17798
-1.77490, -3.47058, -2.09894, -1.48381, -1.01583, -0.69997, -2.14233, -2.96447,  0.00000, -2.35607, -1.53953,  4.06299
-1.86365, -3.38159, -1.39929, -1.52877, -1.01583, -0.73780, -2.32086, -3.14413,  0.00000, -2.31076, -1.57618,  4.10132
-1.68616, -3.20361, -1.39929, -1.39388, -1.01583, -0.73780, -2.41013, -3.23396,  0.00000, -2.17484, -1.61284,  4.12048
-1.77490, -3.47058, -2.79858, -1.39388, -1.12467, -0.69997, -2.76718, -3.41363,  0.00000, -2.12953, -1.35625,  4.08215
-2.04114, -3.29260, -1.74911, -1.48381, -0.97955, -0.66213, -2.85645, -2.96447,  0.00000, -2.22014, -1.53953,  4.15881
-1.50867, -3.73755, -2.44876, -1.43884, -1.01583, -0.75672, -2.67792, -3.14413,  0.00000, -2.26545, -1.61284,  4.13965
-1.68616, -3.47058, -2.09894, -1.25899, -0.94327, -0.68105, -2.85645, -2.96447,  0.00000, -2.31076, -1.42956,  4.10132
-1.86365, -3.55957, -0.69965, -1.66366, -0.94327, -0.71889, -2.85645, -3.14413,  0.00000, -2.31076, -1.72281,  4.10132
-1.77490, -3.55957, -0.69965, -1.66366, -1.19723, -0.81348, -2.85645, -3.05430,  0.00000, -2.44669, -1.61284,  4.17798
-1.68616, -3.64856, -3.49823, -1.21402, -1.08839, -0.69997, -2.76718, -2.96447,  0.00000, -2.31076, -1.39291,  4.15881
-1.95239, -3.64856, -1.74911, -1.34892, -0.83443, -0.79456, -2.76718, -2.96447,  0.00000, -2.35607, -1.46622,  4.12048
-1.77490, -3.64856, -2.09894, -1.48381, -1.16095, -0.75672, -2.76718, -2.96447,  0.00000, -2.17484, -1.64949,  4.19714
-1.41992, -3.20361, -1.39929, -1.48381, -0.94327, -0.73780, -2.85645, -3.32380,  0.00000, -2.26545, -1.50287,  4.06299
-1.77490, -3.64856,  0.00000, -1.48381, -0.97955, -0.66213, -2.94571, -3.23396,  0.00000, -2.22014, -1.46622,  4.12048
-1.77490, -3.29260, -0.69965, -1.61870, -1.01583, -0.77564, -2.58865, -2.96447,  0.00000, -2.26545, -1.57618,  4.06299
 1.24243,  0.00000, -8.74557, -1.03417, -1.12467, -0.79456, -2.41013, -3.41363,  0.00000, -2.31076, -1.64949,  4.17798
-4.61475, -1.86877, -4.89752, -1.48381, -1.01583, -0.52971, -2.58865, -3.32380,  0.00000, -2.03891, -1.61284,  4.10132
-0.44373, -4.18250,  0.34982, -1.61870, -0.90699, -1.02157, -2.58865, -3.14413,  0.00000, -2.35607, -1.53953,  4.06299
-6.12341, -27.14172, 31.13425, -2.74279, -2.75726, -1.75938, -2.76718, -3.77296,  0.00000, -2.03891, -1.50287,  4.02466
 8.51953, -5.42834, 18.89044, -1.52877, -5.62335, -1.92964, -3.12424, -3.32380,  0.00000, -2.62793, -1.50287,  4.06299
-4.08228, -6.14026,  1.74911, -1.52877, -0.90699, -0.30269, -2.85645, -2.96447,  0.00000, -2.12953, -1.61284,  4.06299
