
-2.92859, -3.55957, -2.44876, -1.61870, -1.05211, -0.81348, -3.03497, -3.77296,  0.00000, -2.53731, -1.72281,  1.62903
-2.66235, -3.38159, -1.74911, -1.66366, -1.05211, -0.71889, -3.30276, -3.68312,  0.00000, -2.35607, -1.79612,  4.25464
-2.48486, -3.91553, -1.39929, -1.61870, -1.05211, -0.83239, -3.39203, -3.59329,  0.00000, -2.40138, -1.75946,  4.23547
-3.10608, -3.82654, -1.74911, -1.61870, -0.90699, -0.79456, -3.12424, -3.59329,  0.00000, -2.40138, -1.72281,  4.25464
-2.57361, -3.82654, -4.19788, -1.79855, -1.08839, -0.79456, -3.39203, -3.23396,  0.00000, -2.40138, -1.75946,  4.19714
-2.83984, -3.82654, -3.49823, -1.70863, -1.12467, -0.79456, -2.94571, -3.68312,  0.00000, -2.35607, -1.72281,  4.19714
-2.66235, -3.82654, -2.44876, -1.79855, -1.05211, -0.81348, -3.12424, -3.68312,  0.00000, -2.26545, -1.75946,  4.23547
-2.75110, -3.64856, -2.79858, -1.70863, -0.90699, -0.81348, -2.76718, -3.32380,  0.00000, -2.40138, -1.79612,  4.19714
-2.83984, -3.73755, -1.74911, -1.52877, -0.97955, -0.81348, -3.21350, -3.23396,  0.00000, -2.49200, -1.75946,  4.17798
-2.92859, -3.29260, -2.44876, -1.66366, -1.12467, -0.77564, -3.39203, -3.59329,  0.00000, -2.58262, -1.75946,  4.19714
-3.10608, -3.20361, -3.49823, -1.79855, -1.05211, -0.88915, -3.21350, -3.23396,  0.00000, -2.53731, -1.64949,  4.31213
-2.83984, -4.09351, -1.74911, -1.84352, -1.12467, -0.73780, -3.21350, -3.14413,  0.00000, -2.40138, -1.72281,  4.19714
-2.83984, -3.73755, -2.79858, -1.75359, -1.12467, -0.73780, -3.12424, -3.59329,  0.00000, -2.49200, -1.72281,  4.21631
-2.75110, -3.47058, -1.04947, -1.57373, -1.08839, -0.81348, -3.21350, -3.77296,  0.00000, -2.22014, -1.72281,  4.27380
-2.48486, -3.73755, -1.74911, -1.70863, -1.05211, -0.79456, -3.12424, -3.14413,  0.00000, -2.44669, -1.79612,  4.21631
-2.83984, -3.64856, -4.19788, -1.88848, -1.26979, -0.83239, -3.21350, -3.50346,  0.00000, -2.44669, -1.86943,  4.19714
-2.66235, -3.47058, -3.84805, -1.75359, -0.87071, -0.81348, -3.30276, -3.32380,  0.00000, -2.67323, -1.61284,  4.21631
-2.92859, -3.82654, -3.14841, -1.70863, -1.16095, -0.79456, -3.03497, -3.14413,  0.00000, -2.58262, -1.64949,  4.15881
-2.48486, -4.00452, -3.49823, -1.61870, -1.01583, -0.79456, -3.03497, -3.59329,  0.00000, -2.44669, -1.75946,  4.15881
-2.21863, -3.73755, -2.09894, -1.61870, -1.16095, -0.79456, -3.12424, -3.41363,  0.00000, -2.44669, -1.75946,  4.19714
-2.83984, -3.73755, -2.44876, -1.70863, -1.08839, -0.81348, -3.48129, -3.77296,  0.00000, -2.62793, -1.72281,  4.27380
-2.75110, -3.91553, -3.14841, -1.57373, -1.05211, -0.79456, -3.03497, -3.59329,  0.00000, -2.58262, -1.75946,  4.23547
-2.39612, -3.91553, -2.79858, -1.84352, -1.08839, -0.79456, -3.21350, -3.77296,  0.00000, -2.40138, -1.86943,  4.27380
-2.57361, -3.73755, -4.19788, -1.61870, -1.23351, -0.85131, -3.30276, -3.68312,  0.00000, -2.40138, -1.64949,  4.15881
-2.48486, -3.55957, -2.09894, -1.75359, -0.97955, -0.85131, -3.48129, -3.41363,  0.00000, -2.53731, -1.75946,  4.12048
-2.83984, -4.18250, -2.09894, -1.70863, -1.01583, -0.69997, -3.57056, -3.50346,  0.00000, -2.53731, -1.72281,  4.21631
-2.92859, -4.18250, -3.49823, -1.61870, -1.05211, -0.81348, -3.21350, -3.32380,  0.00000, -2.40138, -1.68615,  4.23547
-2.83984, -3.91553, -3.49823, -1.84352, -1.23351, -0.83239, -3.03497, -3.59329,  0.00000, -2.49200, -1.72281,  4.15881
-2.39612, -3.73755, -1.74911, -1.70863, -0.97955, -0.79456, -3.03497, -3.41363,  0.00000, -2.40138, -1.72281,  4.19714
-2.75110, -4.00452, -3.14841, -1.79855, -1.12467, -0.75672, -3.12424, -3.50346,  0.00000, -2.49200, -1.68615,  4.12048
-2.92859, -4.00452, -0.34982, -1.61870, -1.19723, -0.81348, -3.12424, -3.77296,  0.00000, -2.44669, -1.83277,  4.08215
-2.66235, -3.64856, -1.39929, -1.70863, -1.08839, -0.83239, -3.03497, -3.32380,  0.00000, -2.35607, -1.90608,  4.17798
-2.83984, -3.82654, -3.14841, -1.66366, -1.08839, -0.75672, -2.85645, -3.50346,  0.00000, -2.58262, -1.75946,  4.19714
-2.92859, -3.73755, -1.74911, -1.66366, -0.97955, -0.81348, -3.21350, -3.59329,  0.00000, -2.44669, -1.72281,  4.19714
-3.01733, -3.64856, -2.79858, -1.70863, -1.08839, -0.81348, -3.21350, -3.77296,  0.00000, -2.49200, -1.90608,  4.17798
-2.75110, -4.09351, -3.14841, -1.79855, -1.05211, -0.79456, -2.85645, -3.68312,  0.00000, -2.49200, -1.75946,  4.15881
-2.66235, -3.82654, -3.49823, -1.84352, -1.16095, -0.79456, -2.94571, -3.77296,  0.00000, -2.58262, -1.72281,  4.17798
-2.75110, -4.00452, -2.09894, -1.66366, -0.97955, -0.83239, -2.76718, -3.23396,  0.00000, -2.26545, -1.83277,  4.23547
-2.83984, -4.00452, -3.14841, -1.66366, -0.97955, -0.83239, -3.12424, -3.41363,  0.00000, -2.49200, -1.79612,  4.19714
-2.66235, -3.73755, -2.44876, -1.75359, -1.08839, -0.83239, -2.94571, -3.95262,  0.00000, -2.53731, -1.61284,  4.21631
-2.75110, -3.64856, -2.44876, -1.70863, -1.12467, -0.75672, -2.85645, -3.59329,  0.00000, -2.26545, -1.86943,  4.21631
-2.48486, -3.64856, -3.84805, -1.61870, -1.01583, -0.85131, -2.85645, -3.86279,  0.00000, -2.35607, -1.68615,  4.21631
-2.66235, -3.73755, -2.79858, -1.79855, -1.08839, -0.73780, -3.12424, -3.68312,  0.00000, -2.35607, -1.61284,  4.19714
-2.57361, -4.00452, -1.04947, -1.57373, -1.05211, -0.83239, -3.39203, -3.50346,  0.00000, -2.67323, -1.72281,  4.19714
